Date,Product,Category,Region,Salesperson,CustomerSegment,Quantity,SalesAmount,Profit,Target
2023-04-22,Keyboard,Accessories,North,Priya,Home Office,5,3820,632.5752121155607,3842.413696462627
2023-04-30,Tablet,Electronics,West,Arun,Corporate,3,966,154.38823055494575,881.3158118880554
2023-12-26,Phone,Electronics,South,Meena,Consumer,7,10486,1925.5667874109135,9864.902266407064
2024-03-17,Tablet,Electronics,East,Priya,Home Office,7,6881,1370.9528983467585,6576.444771012988
2024-07-15,Keyboard,Accessories,West,Karan,Corporate,6,7698,1665.5580496356104,8021.375572185397
2024-05-10,Keyboard,Accessories,South,Sneha,Consumer,4,3828,933.2915827157054,3747.0353586966266
2024-06-23,Keyboard,Accessories,East,Arun,Home Office,8,4008,1129.20973947117,3837.3809165787443
2024-10-30,Tablet,Electronics,North,Sneha,Corporate,4,4308,1082.0860496596429,3899.9096894419013
2023-11-08,Keyboard,Accessories,East,Karan,Home Office,5,2030,474.50306803508835,2156.577744407932
2024-08-10,Keyboard,Accessories,South,Rahul,Corporate,4,5236,577.4324506950296,4713.486287903092
2023-10-28,Monitor,Electronics,West,Karan,Consumer,2,2046,318.1978013905812,1897.5236209437219
2023-04-02,Monitor,Electronics,North,Arun,Home Office,2,1560,162.56338299330025,1566.7056850063202
2023-10-11,Headphones,Accessories,East,Karan,Corporate,8,1392,295.21813120221555,1277.2379054453986
2023-10-13,Tablet,Electronics,North,Sneha,Corporate,5,6605,1782.2169625757615,6803.438714250265
2024-07-21,Headphones,Accessories,South,Karan,Corporate,7,686,103.09859337705522,671.3626553329234
2023-01-29,Keyboard,Accessories,South,Sneha,Consumer,9,5220,1217.0404245134803,5180.110465255423
2023-08-07,Phone,Electronics,North,Meena,Consumer,2,2442,555.3395671962694,2272.0177172044428
2023-10-21,Keyboard,Accessories,West,Arun,Consumer,7,3451,874.4634021151256,3261.0386178116187
2024-04-18,Monitor,Electronics,East,Meena,Consumer,3,3231,630.2820144154365,3436.723580952805
2023-07-22,Printer,Accessories,East,Priya,Consumer,8,4816,1189.9589359115093,4508.388920027595
2023-07-28,Laptop,Electronics,East,Rahul,Corporate,10,10590,1881.1002405185027,9975.722726234624
2024-05-09,Printer,Accessories,East,Meena,Consumer,8,3536,686.7209109591078,3403.2713776912783
2023-07-26,Phone,Electronics,West,Sneha,Corporate,6,4476,1318.603348035815,4707.625363937398
2024-05-29,Phone,Electronics,West,Karan,Consumer,4,4992,742.9535401778991,5424.037698235403
2024-05-02,Printer,Accessories,West,Priya,Corporate,8,4496,511.5052809863946,4263.602810386581
2023-02-26,Phone,Electronics,North,Arun,Corporate,8,1112,140.24442179094189,1031.475248125007
2023-01-10,Tablet,Electronics,East,Sneha,Home Office,1,1427,174.65122640715063,1466.542194704633
2023-07-03,Phone,Electronics,West,Priya,Home Office,7,8169,841.8601123090458,7832.0841941915605
2023-06-28,Monitor,Electronics,East,Priya,Consumer,4,2612,363.1977794254251,2769.2246760050975
2023-01-19,Keyboard,Accessories,South,Sneha,Consumer,9,11232,1959.7703777451572,12088.15368911384
2023-11-12,Phone,Electronics,East,Karan,Corporate,10,890,154.89148177318086,947.7320996858575
2023-04-30,Printer,Accessories,North,Sneha,Home Office,4,1116,121.11891102337256,1186.3363156470914
2023-07-12,Phone,Electronics,West,Karan,Consumer,8,2208,488.74563941978045,1988.4901288095286
2024-08-19,Keyboard,Accessories,West,Meena,Corporate,7,10479,1056.310618097217,10938.781837735547
2024-05-05,Laptop,Electronics,North,Meena,Consumer,6,390,55.61281014757915,380.5482943039949
2024-05-01,Phone,Electronics,North,Priya,Corporate,2,1220,216.71306451075523,1295.54141480138
2023-09-05,Tablet,Electronics,North,Meena,Corporate,6,4464,1288.5102903201268,4545.734178831722
2024-07-20,Laptop,Electronics,North,Karan,Consumer,7,8435,1232.2281044254103,8754.601710327104
2023-05-18,Monitor,Electronics,East,Arun,Corporate,6,8160,1741.754286528162,7643.472574796858
2023-07-18,Headphones,Accessories,North,Arun,Corporate,8,3208,733.2319912284928,3506.767100195663
2023-06-22,Keyboard,Accessories,North,Arun,Corporate,10,6570,1018.9587450210902,6533.562437346578
2024-12-23,Phone,Electronics,North,Arun,Corporate,10,2110,457.8231826071355,2313.233395426916
2024-02-17,Mouse,Accessories,South,Priya,Corporate,10,7290,1211.9123097894776,7142.907072435862
2024-07-23,Tablet,Electronics,North,Meena,Consumer,3,3183,715.7005797192292,3150.2531540397604
2023-10-31,Laptop,Electronics,West,Sneha,Home Office,3,2001,341.7386485181134,2186.444563398174
2024-11-27,Tablet,Electronics,South,Sneha,Home Office,10,9480,1333.6082988983308,9656.67186164412
2023-01-09,Mouse,Accessories,North,Karan,Consumer,6,3498,742.9807480041949,3732.9686108665414
2024-05-20,Mouse,Accessories,West,Rahul,Corporate,10,10610,2986.511332193108,10736.524354876048
2023-07-31,Monitor,Electronics,North,Rahul,Home Office,1,844,175.87220188037776,845.7254237791408
2023-12-03,Monitor,Electronics,East,Priya,Consumer,10,10220,1924.6952072062488,10911.106826388397
2023-11-16,Keyboard,Accessories,South,Karan,Corporate,4,3076,746.9430040439348,3089.898423016139
2024-02-29,Laptop,Electronics,South,Rahul,Home Office,2,1364,238.0373538769465,1459.9494285151109
2023-03-27,Printer,Accessories,West,Priya,Consumer,3,2412,343.14233624029947,2320.8392320645894
2024-03-03,Phone,Electronics,South,Arun,Home Office,9,711,198.13574620503815,777.7036870781632
2023-01-23,Keyboard,Accessories,South,Priya,Home Office,4,4656,1276.046744275518,4292.875945819128
2023-12-25,Keyboard,Accessories,North,Rahul,Consumer,2,2560,688.4495254672521,2496.4876999943217
2024-12-31,Tablet,Electronics,South,Meena,Corporate,7,3521,858.6685672396098,3601.427100652432
2023-04-02,Keyboard,Accessories,North,Meena,Consumer,1,569,102.1270967297533,594.5879985840015
2023-11-23,Laptop,Electronics,East,Meena,Consumer,4,3176,496.6115155981496,3268.4497430263355
2023-09-07,Monitor,Electronics,West,Karan,Consumer,10,6100,981.8517142540638,6650.226896079951
2024-12-05,Mouse,Accessories,South,Karan,Consumer,8,2256,309.4369564362612,2437.7718558787606
2024-05-23,Headphones,Accessories,East,Sneha,Home Office,1,633,185.42058907480134,590.5669227099177
2024-07-21,Printer,Accessories,West,Priya,Consumer,1,535,106.04257220895198,578.5373004966714
2024-07-12,Laptop,Electronics,North,Rahul,Consumer,4,1304,282.7931578411541,1236.489548699651
2024-01-05,Monitor,Electronics,North,Priya,Corporate,4,2928,530.3998310212884,3040.674693441205
2024-02-22,Monitor,Electronics,North,Arun,Consumer,10,14540,1761.1728706101162,14420.085273002209
2024-11-11,Mouse,Accessories,South,Meena,Consumer,5,4560,1303.3194948903429,4373.128040943827
2024-12-28,Printer,Accessories,East,Priya,Consumer,8,744,153.86110810295853,807.9472817098085
2023-04-25,Printer,Accessories,East,Arun,Home Office,8,9992,2501.909207978138,10859.668281061535
2024-09-18,Mouse,Accessories,South,Karan,Corporate,5,3500,880.8856215576662,3622.978475168285
2023-06-08,Tablet,Electronics,South,Meena,Home Office,6,888,241.30371582198083,903.2874247040169
2023-03-11,Phone,Electronics,West,Priya,Home Office,2,128,16.339124417685245,132.3632347638867
2023-10-01,Phone,Electronics,South,Arun,Home Office,5,2705,562.5197529522708,2863.545785981766
2024-11-19,Tablet,Electronics,West,Priya,Consumer,3,1227,331.9920649047288,1195.0784862466007
2023-05-30,Headphones,Accessories,South,Rahul,Home Office,4,4748,722.8491925987345,4817.468871504023
2024-08-01,Tablet,Electronics,South,Arun,Home Office,6,8088,2257.134299202377,7360.164162663075
2024-01-19,Monitor,Electronics,North,Meena,Consumer,10,8810,1765.7375581231167,9319.667063993666
2024-08-16,Headphones,Accessories,West,Arun,Home Office,1,1151,283.6637858467305,1261.18955741877
2023-12-12,Tablet,Electronics,East,Meena,Consumer,3,1824,313.66586957510276,1891.7705369630935
2023-01-30,Tablet,Electronics,East,Arun,Consumer,1,981,232.73429051625956,906.9177490751906
2023-10-06,Printer,Accessories,South,Arun,Consumer,1,95,14.369648573185804,93.74610232685485
2024-09-09,Headphones,Accessories,South,Sneha,Consumer,5,5395,812.5362173753674,5263.115811573331
2024-08-03,Monitor,Electronics,West,Sneha,Home Office,6,8982,2450.6743087283776,9463.528560957446
2024-04-10,Laptop,Electronics,North,Sneha,Consumer,5,295,61.28315806981854,320.2633839655267
2024-02-09,Headphones,Accessories,North,Meena,Corporate,1,316,46.56462354563209,329.0867379569728
2023-08-28,Keyboard,Accessories,East,Arun,Corporate,5,385,77.12966131922127,407.33663811301477
2024-06-30,Phone,Electronics,West,Sneha,Home Office,1,1455,416.1153696473663,1332.0368203442347
2023-01-27,Mouse,Accessories,South,Meena,Corporate,1,1472,362.32736273960506,1549.33900155836
2023-03-04,Phone,Electronics,East,Priya,Home Office,9,4599,528.3598306812739,4344.939467727776
2024-07-23,Headphones,Accessories,South,Priya,Consumer,6,1212,149.33256482761237,1149.6140565955236
2024-08-25,Headphones,Accessories,West,Sneha,Consumer,9,6165,1402.154729979364,5831.280950621271
2023-08-11,Laptop,Electronics,West,Karan,Corporate,3,2862,386.40060285283863,3016.827568512369
2024-06-15,Printer,Accessories,West,Priya,Corporate,10,14710,3060.6100429636836,15026.697337616208
2023-05-07,Laptop,Electronics,East,Meena,Corporate,9,6858,1031.2912671374847,6450.995415859551
2023-05-01,Keyboard,Accessories,West,Rahul,Home Office,5,6800,1340.1189971398978,6612.371111463078
2023-03-12,Phone,Electronics,East,Priya,Consumer,9,6516,1031.768802069812,7097.077372264346
2023-08-15,Headphones,Accessories,West,Karan,Consumer,3,2310,453.3940268653128,2110.0588657787316
2023-03-03,Mouse,Accessories,South,Karan,Corporate,8,5544,967.5791501458547,5862.979296151365
2023-04-27,Printer,Accessories,South,Meena,Home Office,9,1953,460.50964872848533,2011.4452402848094
2023-12-04,Printer,Accessories,West,Priya,Corporate,3,2070,539.341310396674,2255.6375097455834
2024-07-09,Printer,Accessories,South,Priya,Consumer,2,706,173.665586271747,690.3881291265562
2023-01-17,Tablet,Electronics,East,Karan,Corporate,3,3030,328.5782338629702,3302.318307346846
2024-10-02,Phone,Electronics,North,Arun,Corporate,7,1071,248.18225185622964,982.5410815454185
2023-07-06,Printer,Accessories,West,Arun,Home Office,9,2628,701.6940062503056,2438.559415848643
2023-02-05,Headphones,Accessories,South,Arun,Consumer,10,5310,1578.7412236759674,5660.528618056471
2024-09-15,Headphones,Accessories,North,Priya,Corporate,6,5688,1408.8844227391987,5400.211377438375
2023-11-16,Monitor,Electronics,East,Rahul,Corporate,3,1884,281.4493709028537,1726.6746100143737
2023-12-14,Keyboard,Accessories,East,Rahul,Corporate,1,929,113.65518123181437,894.2952841179313
2023-12-03,Monitor,Electronics,South,Rahul,Consumer,2,1692,230.5125623325238,1527.776073831895
2024-06-13,Laptop,Electronics,East,Arun,Home Office,7,8400,2485.7459111058934,8565.797618530858
2023-08-18,Mouse,Accessories,North,Rahul,Consumer,6,582,76.02471242443704,571.4489628055763
2024-12-06,Keyboard,Accessories,East,Rahul,Home Office,9,10566,3048.9511114668308,11302.729672207672
2024-06-23,Mouse,Accessories,East,Meena,Home Office,10,500,94.33241141286425,544.1729405208009
2023-11-23,Laptop,Electronics,South,Rahul,Corporate,2,2730,805.7436882454473,2587.5643338445743
2023-06-25,Printer,Accessories,West,Sneha,Corporate,4,4660,486.19379196742744,4546.48433517745
2023-11-06,Laptop,Electronics,South,Karan,Consumer,4,2848,317.9097137302706,2630.591687997493
2023-07-12,Printer,Accessories,West,Priya,Corporate,2,764,141.05038380436417,699.5779558771926
2023-05-08,Printer,Accessories,East,Karan,Home Office,9,2268,239.05683737284377,2210.2646013588574
2023-03-01,Headphones,Accessories,East,Sneha,Home Office,6,1572,356.8829231009887,1598.7737116304736
2024-08-17,Mouse,Accessories,North,Karan,Consumer,7,1176,173.9958151715977,1280.3189530512093
2024-10-11,Phone,Electronics,East,Arun,Home Office,1,378,94.33812272109914,371.6256563959289
2024-05-08,Laptop,Electronics,East,Meena,Home Office,5,7175,1811.292932988075,6618.303731376222
2023-09-29,Headphones,Accessories,East,Arun,Home Office,3,1476,310.338369845868,1538.2427919411532
2023-12-05,Keyboard,Accessories,North,Karan,Corporate,8,5976,1069.1758907250412,6329.817869450748
2023-01-01,Laptop,Electronics,South,Karan,Home Office,3,2835,488.24740961302086,3074.436406800329
2023-04-11,Printer,Accessories,West,Meena,Consumer,5,375,96.46316478732358,352.80564287057956
2024-12-30,Keyboard,Accessories,South,Meena,Consumer,5,1015,113.73332562812551,1082.0275601634846
2024-10-11,Laptop,Electronics,North,Priya,Consumer,1,1006,207.30866172553672,990.6083464478613
2024-10-08,Tablet,Electronics,West,Meena,Home Office,5,4255,1258.7073701130473,3902.4734010726374
2023-04-22,Tablet,Electronics,North,Meena,Corporate,4,4544,1200.389025617468,4100.910918148279
2023-06-21,Laptop,Electronics,North,Sneha,Consumer,9,8001,1533.0544878590863,8041.387368521402
2024-02-01,Headphones,Accessories,East,Sneha,Consumer,10,12030,2554.5681534996393,12592.601701991174
2023-06-05,Laptop,Electronics,North,Meena,Consumer,3,1311,298.8616606188166,1377.9913956938185
2023-12-24,Headphones,Accessories,North,Meena,Home Office,4,3888,1130.6630706461153,4114.111965848215
2024-04-04,Monitor,Electronics,West,Sneha,Home Office,3,3735,527.2568119727277,3582.2526640876395
2024-07-23,Tablet,Electronics,North,Karan,Consumer,8,2680,530.8290722707893,2843.6668367537422
2023-12-27,Headphones,Accessories,West,Rahul,Consumer,5,6505,1156.7268359804239,7073.909337118021
2024-01-13,Phone,Electronics,East,Rahul,Consumer,8,10976,2952.4748808624136,11636.055060257913
2023-06-10,Laptop,Electronics,South,Sneha,Consumer,1,898,219.27980024998018,937.1761305681035
2023-02-21,Keyboard,Accessories,East,Priya,Corporate,2,1120,183.45480652906855,1196.1801036482495
2023-07-20,Headphones,Accessories,South,Karan,Home Office,10,3190,950.8575780976499,2984.3190663492037
2023-02-20,Printer,Accessories,North,Meena,Consumer,9,6030,1547.3566866892509,6163.935556242614
2023-01-14,Laptop,Electronics,East,Karan,Consumer,10,12350,2233.287841574105,11489.611169260485
2024-04-15,Printer,Accessories,South,Meena,Corporate,4,4328,911.1279907143281,4635.318280447632
2023-11-20,Phone,Electronics,East,Karan,Corporate,7,9716,1495.308528178366,9057.236739395516
2024-02-01,Printer,Accessories,East,Arun,Consumer,8,5136,672.7540505376492,4917.777300731923
2024-12-16,Printer,Accessories,East,Sneha,Home Office,10,13720,2454.2518985148567,13687.544647736679
2024-01-02,Phone,Electronics,South,Priya,Consumer,7,6370,765.0147409376239,6801.0825721211695
2024-08-05,Phone,Electronics,West,Meena,Corporate,7,6174,1046.505758386585,6012.759146790347
2024-07-17,Phone,Electronics,West,Meena,Corporate,4,5548,588.8752953739372,5911.867142868415
2023-01-07,Mouse,Accessories,East,Priya,Consumer,10,8670,1406.3615283734232,7808.97495854614
2023-09-06,Headphones,Accessories,East,Rahul,Consumer,5,6960,1954.2586078394988,7366.565562085556
2024-01-14,Keyboard,Accessories,East,Arun,Consumer,3,915,234.5988992301541,899.6723258758599
2024-11-19,Tablet,Electronics,West,Priya,Consumer,6,6882,1443.7880446318277,7143.236485460619
2023-01-08,Phone,Electronics,South,Sneha,Corporate,9,9126,1964.7713665675592,9117.562138060684
2024-01-26,Keyboard,Accessories,West,Karan,Home Office,7,4417,529.7429509900717,4540.662255384142
2024-03-11,Keyboard,Accessories,East,Arun,Home Office,7,6468,1381.4936882351926,6401.0809302924345
2024-11-22,Tablet,Electronics,East,Meena,Home Office,5,1465,318.0653420565109,1503.5767983792687
2024-01-30,Tablet,Electronics,North,Meena,Home Office,8,4520,603.6952146192006,4591.107782331267
2023-04-30,Printer,Accessories,South,Priya,Corporate,5,1425,175.8701008827653,1305.3966543231013
2024-02-21,Phone,Electronics,West,Arun,Consumer,4,4000,410.3351779012868,4016.380359929478
2023-06-15,Tablet,Electronics,East,Meena,Consumer,10,8520,1765.6928740086748,8210.417735107338
2024-02-17,Printer,Accessories,East,Rahul,Home Office,10,7950,2234.7570167835997,7359.603169788188
2023-09-09,Laptop,Electronics,South,Priya,Consumer,8,3864,815.2671589332911,4067.0953422978764
2024-03-03,Monitor,Electronics,West,Arun,Home Office,4,648,79.8109668214737,648.7062669309639
2023-03-30,Laptop,Electronics,South,Sneha,Corporate,2,2966,567.7271373561028,2787.4990992586872
2023-08-31,Mouse,Accessories,West,Arun,Corporate,6,1878,405.5748665412737,2002.5677456148305
2024-01-08,Keyboard,Accessories,West,Priya,Corporate,5,5395,854.2585154143044,4949.847610573118
2024-03-05,Monitor,Electronics,East,Meena,Home Office,6,7716,1493.2551554610327,7944.325471889922
2024-01-15,Printer,Accessories,North,Meena,Corporate,8,6168,1301.1185351259862,5641.632489405197
2024-01-28,Headphones,Accessories,East,Sneha,Consumer,1,407,112.21016797059698,442.90875726846434
2023-10-06,Monitor,Electronics,West,Sneha,Home Office,1,847,134.3017931503841,805.4476647239641
2024-03-29,Keyboard,Accessories,North,Arun,Home Office,3,2265,469.39121480158474,2452.0267311151215
2023-08-09,Keyboard,Accessories,North,Meena,Home Office,2,256,67.60464714868068,266.0490239969587
2024-03-27,Printer,Accessories,West,Meena,Home Office,5,3205,321.9152661216636,3339.379749439886
2023-09-12,Headphones,Accessories,North,Sneha,Consumer,1,906,157.49874206017438,852.7593182702327
2023-12-21,Monitor,Electronics,East,Arun,Corporate,5,1500,253.5469600291102,1413.6397809008117
2023-12-16,Keyboard,Accessories,West,Meena,Home Office,1,454,71.24593069019613,467.7841073602645
2023-11-25,Laptop,Electronics,South,Sneha,Consumer,7,5390,936.7647370976656,5697.547315670582
2023-03-07,Printer,Accessories,West,Meena,Home Office,8,4736,1324.9037671955004,4472.32728435732
2024-09-18,Tablet,Electronics,South,Sneha,Corporate,10,9290,1251.366058896706,9898.717726833063
2023-04-15,Mouse,Accessories,North,Sneha,Corporate,4,5664,1269.6860588216302,5178.60710385171
2024-03-04,Mouse,Accessories,South,Priya,Home Office,1,799,107.59334351146008,732.4685261001083
2024-04-22,Phone,Electronics,North,Karan,Home Office,8,10736,1309.507761718594,11152.185810412619
2024-05-15,Printer,Accessories,East,Priya,Corporate,3,4119,1212.9798599813603,4013.3657432458704
2023-10-28,Mouse,Accessories,East,Karan,Consumer,7,5404,1355.22868371177,4886.00652539179
2024-05-06,Laptop,Electronics,East,Sneha,Home Office,1,1465,156.10265165629653,1450.5039991469168
2023-12-07,Keyboard,Accessories,East,Priya,Corporate,2,2414,567.8391484901148,2303.977317149666
2023-02-01,Tablet,Electronics,West,Rahul,Home Office,4,1652,384.2798499738988,1683.9335686418656
2024-03-10,Mouse,Accessories,East,Sneha,Home Office,3,1383,167.9056924737049,1345.6403856454822
2023-08-25,Laptop,Electronics,North,Priya,Consumer,10,10430,1953.9021313551539,10897.073933557944
2024-12-15,Tablet,Electronics,South,Meena,Consumer,6,1782,307.19913866559614,1904.2912761849484
2024-11-09,Keyboard,Accessories,South,Rahul,Consumer,4,1016,280.5686728695759,1009.3012127390596
2023-12-19,Monitor,Electronics,South,Karan,Consumer,9,3438,548.6918052783379,3205.5105491730033
2024-08-12,Keyboard,Accessories,North,Priya,Consumer,2,2642,281.1432282623829,2581.117947320679
2023-10-21,Monitor,Electronics,East,Arun,Consumer,1,1088,294.74424024708765,1111.952892986502
2023-04-10,Mouse,Accessories,North,Priya,Corporate,10,5100,1291.4039095636892,4972.239751046883
2024-12-02,Phone,Electronics,West,Meena,Home Office,4,2908,718.3716518695697,3162.66620152718
2024-01-18,Printer,Accessories,East,Rahul,Consumer,2,2798,553.4749872703804,2644.9034755768007
2023-10-24,Tablet,Electronics,West,Priya,Corporate,4,2240,357.5258683250508,2058.1426338637357
2024-08-24,Monitor,Electronics,North,Arun,Home Office,10,11630,2699.2584173509,10747.5319150348
2024-02-20,Laptop,Electronics,South,Karan,Corporate,10,6190,1239.2068819488234,6025.263464837925
2024-03-26,Laptop,Electronics,West,Meena,Home Office,5,620,157.07436368655704,669.464609112606
2024-12-19,Keyboard,Accessories,East,Meena,Corporate,9,10773,2520.7745971928366,11672.512532737299
2024-08-02,Headphones,Accessories,East,Karan,Home Office,9,4977,1266.6184721955199,5334.146511614134
2024-05-08,Keyboard,Accessories,West,Sneha,Corporate,4,3476,560.2839440462922,3697.595553467413
2023-04-24,Headphones,Accessories,West,Karan,Home Office,3,312,82.47844690563514,297.6775851870393
2023-02-21,Laptop,Electronics,East,Arun,Consumer,5,6215,1011.807060381649,5705.088129938041
2024-04-04,Headphones,Accessories,West,Arun,Corporate,7,4333,1070.7638807160056,4737.323333368434
2023-08-09,Laptop,Electronics,North,Sneha,Corporate,6,8388,1447.6781444867368,8536.047044365525
2024-08-26,Phone,Electronics,North,Priya,Consumer,6,4014,1014.2823198284789,4290.807727650934
2023-07-03,Phone,Electronics,East,Priya,Consumer,5,1885,204.13646483860268,1894.797659399639
2024-06-17,Printer,Accessories,North,Arun,Home Office,8,10616,2698.311951296046,11010.739924672487
2023-01-30,Laptop,Electronics,North,Sneha,Consumer,7,9744,2755.5716003766447,9363.436699545558
2023-08-24,Tablet,Electronics,North,Rahul,Home Office,1,240,29.643387363107006,245.98280713223014
2024-09-26,Tablet,Electronics,North,Sneha,Consumer,5,6910,1756.847048665305,6554.002400958511
2023-12-12,Headphones,Accessories,East,Arun,Consumer,1,294,72.02439955252618,304.23768090786064
2024-01-10,Keyboard,Accessories,North,Rahul,Home Office,5,2645,661.734497553645,2384.592331971049
2024-06-28,Tablet,Electronics,East,Meena,Corporate,7,3619,1061.3139179014315,3899.6332350384155
2024-01-09,Mouse,Accessories,South,Meena,Consumer,5,6555,878.151298331059,6167.251961061666
2024-05-19,Laptop,Electronics,North,Karan,Consumer,10,10480,1774.9693040671966,10660.104699481368
2024-02-06,Laptop,Electronics,North,Priya,Consumer,4,496,61.162547570674874,497.65215871655147
2023-01-12,Laptop,Electronics,North,Meena,Corporate,10,4200,443.0727020232203,3793.974597921492
2023-11-21,Headphones,Accessories,West,Sneha,Home Office,6,5850,1392.9277969557759,6215.466665814268
2024-10-18,Mouse,Accessories,South,Priya,Home Office,1,393,99.696220309558,389.2707618755948
2024-04-24,Headphones,Accessories,West,Arun,Home Office,10,10360,2607.826087639352,11213.069895123373
2023-12-11,Mouse,Accessories,West,Priya,Corporate,5,5105,955.7747088540087,5398.913636028417
2023-11-30,Monitor,Electronics,East,Rahul,Consumer,8,6864,1897.2692618541023,7080.410254667429
2024-03-30,Headphones,Accessories,South,Priya,Consumer,6,2970,430.91278570288847,2895.1536880640965
2024-07-12,Printer,Accessories,West,Meena,Corporate,9,945,206.6532278028673,868.3528048110101
2023-10-23,Phone,Electronics,South,Priya,Corporate,10,6530,908.2539987754234,6912.914796330557
2023-03-01,Monitor,Electronics,West,Priya,Consumer,9,2799,652.7070427544245,2596.068481354401
2023-03-31,Laptop,Electronics,North,Karan,Consumer,1,103,25.422000392813562,108.16731133287877
2023-03-24,Phone,Electronics,North,Karan,Consumer,9,3159,641.467808132564,2991.7696753264636
2024-10-13,Headphones,Accessories,South,Meena,Home Office,5,1455,401.41849346367974,1345.9634885593423
2023-11-16,Printer,Accessories,West,Priya,Home Office,5,395,72.62823452790181,410.8805479762366
2024-04-20,Phone,Electronics,South,Karan,Corporate,3,2886,587.9166977524175,2610.212844482385
2023-02-06,Tablet,Electronics,North,Sneha,Home Office,1,1119,310.75061465995327,1088.2929801853904
2024-08-02,Tablet,Electronics,West,Karan,Home Office,8,9048,2168.4767459440945,8212.494040633845
2024-06-04,Tablet,Electronics,South,Meena,Corporate,5,7020,1146.5672826326822,6986.603491109361
2024-06-01,Monitor,Electronics,East,Sneha,Corporate,6,1356,352.42011630812465,1247.6697336623504
2024-01-15,Printer,Accessories,North,Meena,Home Office,6,4926,1033.2662146856023,5393.21129561743
2023-07-26,Laptop,Electronics,West,Rahul,Corporate,2,914,210.47617607993104,925.1885764090933
2024-04-15,Tablet,Electronics,South,Meena,Consumer,7,9702,1504.694941447508,9910.537733092553
2024-07-26,Phone,Electronics,West,Karan,Corporate,8,4432,746.8886612621855,4494.998468401758
2024-09-26,Laptop,Electronics,East,Karan,Corporate,9,6174,1545.045362439839,6219.989753664769
2024-06-01,Laptop,Electronics,East,Meena,Corporate,7,8701,2250.4779267334716,7834.445240689062
2024-05-24,Headphones,Accessories,East,Rahul,Consumer,8,1704,423.7821333670522,1617.9635113362647
2024-11-24,Phone,Electronics,South,Rahul,Corporate,10,7820,2261.0504958313554,8429.1264978946
2024-11-13,Keyboard,Accessories,East,Arun,Corporate,1,1048,299.34938309672856,1001.155179484585
2023-03-26,Mouse,Accessories,East,Arun,Corporate,6,318,68.9979471968978,320.71696148474615
2023-02-28,Headphones,Accessories,West,Arun,Home Office,7,4998,583.3679540944572,4632.473900403589
2024-05-14,Monitor,Electronics,East,Priya,Consumer,6,4806,979.4643542855773,5102.619310079834
2023-08-23,Mouse,Accessories,South,Karan,Home Office,10,12050,1743.8330699800495,12217.291028203621
2023-11-02,Headphones,Accessories,North,Rahul,Corporate,10,4230,520.6053832936461,4468.417613778951
2024-07-28,Monitor,Electronics,West,Arun,Home Office,10,9060,1638.6585122516267,8412.672157313118
2023-06-30,Tablet,Electronics,East,Rahul,Consumer,3,186,21.327913379473195,181.58312190224663
2024-05-06,Tablet,Electronics,East,Priya,Consumer,4,5672,1613.321375563209,6095.7790338951245
2023-07-11,Monitor,Electronics,North,Meena,Home Office,5,5440,771.19684454768,4902.913220307908
2023-07-22,Phone,Electronics,West,Sneha,Home Office,3,1287,206.5871946377578,1280.5818837532229
2024-06-17,Printer,Accessories,North,Meena,Home Office,10,11410,1407.0286192600386,11906.06669752743
2024-06-18,Monitor,Electronics,North,Meena,Consumer,6,6042,1194.9461003780991,5458.463364767312
2024-10-16,Phone,Electronics,West,Meena,Home Office,9,12510,3073.333280899392,12218.0249496116
2024-09-26,Mouse,Accessories,West,Priya,Corporate,3,3384,635.8379469638553,3626.6211664581842
2024-02-19,Phone,Electronics,East,Arun,Home Office,1,1380,347.7549371246478,1280.6714074305085
2024-02-12,Phone,Electronics,East,Priya,Home Office,8,3912,695.3014876000502,3553.216558401615
2024-03-02,Printer,Accessories,West,Karan,Home Office,6,4308,690.4978919198081,4566.423202260704
2024-08-30,Keyboard,Accessories,North,Meena,Home Office,10,3790,798.8923171758414,3861.5581376971268
2023-06-30,Laptop,Electronics,South,Meena,Home Office,4,4168,1113.3445338624597,3844.453026386493
2023-06-14,Phone,Electronics,North,Karan,Home Office,9,8811,1559.9656053496249,8701.72369871929
2024-09-24,Keyboard,Accessories,West,Rahul,Corporate,8,3304,888.7501694792887,3148.571781649227
2024-08-07,Printer,Accessories,South,Arun,Consumer,7,4984,598.6186894618148,5046.298304074779
2024-03-27,Laptop,Electronics,West,Karan,Home Office,8,8344,2077.3466771396197,8607.13913315206
2023-06-15,Tablet,Electronics,South,Arun,Home Office,1,1425,292.49670516942103,1525.4548886588939
2024-04-06,Phone,Electronics,North,Sneha,Corporate,6,7776,1986.018857034335,8470.067628715233
2023-07-18,Headphones,Accessories,East,Arun,Home Office,7,4872,1289.998494136691,4833.854969088512
2024-09-04,Tablet,Electronics,West,Meena,Consumer,4,1544,285.0588873294391,1489.4055004512622
2024-01-28,Tablet,Electronics,East,Sneha,Consumer,3,846,111.2054063203689,850.0960334864335
2023-08-15,Printer,Accessories,East,Rahul,Consumer,10,3280,672.9311202492771,3495.8102150559566
2023-11-19,Laptop,Electronics,South,Meena,Corporate,2,1274,340.8480145684984,1149.2084484967245
2024-05-23,Monitor,Electronics,South,Rahul,Consumer,2,2350,365.2420602637535,2366.3346029427726
2024-02-06,Headphones,Accessories,North,Meena,Corporate,5,6790,1652.3894303615812,7292.9112752544
